,full_params_tuned,params_tuned,avg_node,avg_fitness,avg_day,avg_time_process,param_score
0,"{'epoch': 15.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 15.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.6,0.8417598187336868,17.4,3.146721887588501,0.7213393318339875
1,"{'epoch': 15.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 15.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.8,0.8368497826703131,17.6,6.215858411788941,0.5577173886966307
2,"{'epoch': 15.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 15.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.6,0.8383801431518508,17.6,13.64965090751648,0.5075720229312339
3,"{'epoch': 30.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 30.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.0,0.843731615072324,17.2,7.289796161651611,0.6642571254618147
4,"{'epoch': 30.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 30.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.8,0.8428499149662387,17.8,14.7172025680542,0.6108990022157306
5,"{'epoch': 30.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 30.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.6,0.8402862494792718,17.8,28.752818775177,0.4119818462729025
6,"{'epoch': 50.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 50.0, 'pop_size': 25.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.2,0.8449396676025096,17.2,11.65394959449768,0.7226116277253826
7,"{'epoch': 50.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 50.0, 'pop_size': 50.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",97.2,0.8460212945048611,17.6,23.722745895385742,0.5591343738567748
8,"{'epoch': 50.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}","{'epoch': 50.0, 'pop_size': 100.0, 'c1': 2.05, 'c2': 2.05, 'w_min': 0.4, 'w_max': 0.9}",98.0,0.838852471957714,18.0,47.54302968978882,0.3045899444804995
